id,content,date,sentiment
1414098321115951104,"Green Pass, per l'80% degli italiani vale più della privacy - Hi-tech - ANSA https://t.co/wraZEGiiYJ #11luglio #COVID19",07-11-2021,0
1415386054945816576,"Obbligando all'uso del Green pass nei luoghi pubblici, ripuliranno  le stazioni dagli extracomunitari senza la certificazione🤔🤔🤔🤔🤔",07-14-2021,0
1413504570827841539,"Tanti chiedono indicazioni per la #quartadose: ovviamente dovete andare nel solito centro dove si sta in fila per l'immunità di gregge a brucare #greenpass nel campo dei Miracoli, sulla strada che non porta in nessun ovile, in via degli Schiavi numero Zero.",07-09-2021,0
1415640542717923329,@7aannggeellaa7 @AntonioCorsa Per green pass basta anche esser guariti da covid o tampone precedente all’evento negativo,07-15-2021,0
1412383815285215240,"@AzzurraBarbuto È incompatibile pure con il regolamento UE sul green pass, basta leggere i considerando iniziali",07-06-2021,0
1413260266586976257,"Richard Ashcroft, cantante della storica band The Verve, ha rifiutato l’invito a partecipare allo Sheffield’s Tramlines Festival  riservato a spettatori con green pass.   https://t.co/ROzSdlHXwY",07-08-2021,0
1412736720794275843,@virgini22338959 No Virginia ho avuto problemi con i green pass! Ero ospite di mio zio e come ho capito allo stadio nn potevo entrare perché nn ero residente.  Meglio così Virginia!👍👍,07-07-2021,0
1415270606417932293,@maripiani @SWM_AceOfSpades @2_italie @LaSkilly Grande Marianna! Il presidente francese ha seguito il tuo consiglio: senza green pass nn si entra... 😉😉😉😉😉,07-14-2021,0
1415632405491298304,@olivietta @Jocnobot Come vuoi tu Io per andare all'estero devo andare a fare il test il mio collega con Green pass deve fare il test e 15 giorni fa ho avuto il covid nonostante le doppia dose di vaccino fatta 2 mesi fa,07-15-2021,0
1415646626400636933,TUTTI VACCINATI DUNQUE CON EVENTUALE #GREENPASS IN 100 positivi  #ilgrandebluff https://t.co/VfZ7e2rUiI,07-15-2021,0
1415714327357792257,"@LorenzoCast89 Il green pass è per chi fa 2 dosi di vaccino, mica per chi ha gli anticorpi naturali.",07-15-2021,0
1414517810726850560,Ovviamente non è vero. Ma intanto si costruisce il frame e si apre la finestrella...  #privacy #greenpass https://t.co/gMFynrGxKk,07-12-2021,0
1414886933801615360,"@MZorzy @da_cake Il greenpass viene rilasciato dalle autorità nazionali. Una volta che è ""verde"" per il ministero italiano lo è per tutti. Il problema è stato non mettere le stesse regole",07-13-2021,0
1415005077811642369,"No Green Pass, No chiusure, No obbligo vaccinale, No coprifuoco, No zone rosse o gialle, No mask, No vax, No Dad, No bollettino giornaliero o settimanale, insomma sto virus basta convincerlo e se ne va da solo e allora perché nessuno di Voi No tutto ci è ancora andato a parlare?",07-13-2021,0
1415216401384607746,COSA STIAMO ASPETTANDO??? #greenpass #macron #vaccinareH24 https://t.co/cOzHywWCw6,07-14-2021,0
1411329923910934533,@matteo_rivi Guarda il mio tweet sul green pass,07-03-2021,0
